oui	companyName
8C:8D:28	Intel Corp
00:50:C2:28:A	Real Time Systems
14:EE:9D	AirNav Systems Llc
C4:88:E5	"Samsung Electronics Co, Ltd"
F0:8E:DB	VeloCloud Networks
38:B7:25	Wistron Infocomm (Zhongshan) Corp
00:F8:2C	"Cisco Systems, Inc"
00:1B:AB	"Telchemy, Inc"
00:25:5F	SenTec AG
00:50:C2:BF:1	Amatic Industries GmbH
70:20:84	"Hon Hai Precision Ind. Co, Ltd"
FC:A4:7A:9	Oberix Group Pty Ltd
70:B3:D5:6C:6	Abbott Diagnostics Tech AS
00:50:C2:90:1	Research Applications Incorp
10:2E:AF	Texas Instruments
88:9C:A6	Btb Korea Inc
68:91:D0:E	"Outstanding Tech Co, Ltd"
70:B3:D5:EA:F	Sicon srl
CC:FA:66	"Huawei Device Co, Ltd"
00:01:FA	Horoscas
B4:79:A7	Samsung Electro-Mechanics(Thailand)
70:B3:D5:94:3	Abbott Medical Optics Inc
70:B3:D5:94:0	Paradigm Tech Services B.V.
00:50:C2:0A:A	"Log-In, Inc"
A0:A0:DC	"Huawei Device Co, Ltd"
54:E6:1B	"Apple, Inc"
00:10:05	Uec Commercial
00:18:47	AceNet Tech Inc
88:F0:77	"Cisco Systems, Inc"
60:8F:5C	"Samsung Electronics Co, Ltd"
84:89:EC:4	Vayyar Imaging Ltd
A0:02:4A:A	Guangdong Jinpeng Tech Co Ltd
00:15:64	Behringer Spezielle Studiotechnik GmbH
00:50:C2:7B:1	Ateme
C0:CC:F8	"Apple, Inc"
98:B6:E9	"Nintendo Co, Ltd"
C0:B8:83	Intel Corp
00:80:83	Amdahl
00:50:C2:02:A	VersaLogic Corp
00:16:0E	Optica Tech Inc
00:26:0F	Linn Products Ltd
68:6E:48	"Prophet Electronic Tech Corp, Ltd"
84:8B:CD:2	Ccx Tech Inc
88:B4:A6	"Motorola Mobility Llc, a Lenovo Co"
60:84:BD	Buffalo.Inc
00:06:60	"Nadex Co, Ltd"
00:0A:63	Dhd GmbH
00:12:B8	G2 Microsystems
00:21:1D	Dataline AB
A0:75:91	"Samsung Electronics Co, Ltd"
D8:25:22	"Arris Group, Inc"
00:02:00	"Net & Sys Co, Ltd"
98:90:80	Linkpower Network System Inc Ltd
C4:AD:21	Mediaedge Corp
98:6D:35:D	Praesideo B.V.
D0:71:C4	zte Corp
68:1B:EF	"Huawei Tech Co, Ltd"
CC:D8:1F	"Maipu Communication Tech Co, Ltd"
00:80:32	"Access Co, Ltd"
00:15:D0	"Arris Group, Inc"
00:1C:5E	Aston France
30:14:4A	Wistron Neweb Corp
70:B3:D5:8A:0	DM Radiocom
68:4F:64	Dell Inc
D8:86:0B:3	Auvidea GmbH
74:EE:2A	Shenzhen Bilian Electronic Co，Ltd
9C:5E:73	Calibre UK Ltd
70:A8:E3	"Huawei Tech Co, Ltd"
E0:4F:BD	"Sichuan Tianyi Comheart Telecomco.,Ltd"
2C:D0:2D	"Cisco Systems, Inc"
70:B3:D5:25:4	Spectrum Brands
A4:40:27	zte Corp
90:81:2A	"Apple, Inc"
70:B3:D5:9A:7	Honeywell
7C:70:BC:D	mk-messtechnik GmbH
88:E6:28	"Shenzhen Kezhonglong Optoelectronic Tech Co, Ltd"
F0:0F:EC	"Huawei Tech Co, Ltd"
F4:02:28	Samsung Electro-Mechanics(Thailand)
00:50:C2:01:5	Leroy Automation
24:A4:2C	Koukaam a.s.
04:EE:91	x-fabric GmbH
70:B3:D5:0A:1	Ptn Electronics Ltd
70:B3:D5:96:D	Msb Elektronik und Gerätebau GmbH
80:A7:96	Neurotek Llc
00:0F:A9	PC Fabrik
00:12:AA	"Iee, Inc"
00:14:AD	Gassner Wiege- und Meßtechnik GmbH
2C:00:33	"EControls, Llc"
30:89:D3	Hongkong Ucloudlink Network Tech Ltd
64:5D:92	"Sichuan Tianyi Comheart Telecomco.,Ltd"
70:B3:D5:BC:D	Sasken Tech Ltd
70:B3:D5:8A:3	Loehnert Elektronik GmbH
10:36:4A	Boston Dynamics
64:62:66:4	"Redstone Systems, Inc"
00:0A:FC	"Core Tec Communications, Llc"
8C:FD:F0	Qualcomm Inc
00:50:C2:FC:1	Motec Pty Ltd
48:BF:74	"Baicells Tech Co, Ltd"
70:B3:D5:F3:0	Ade Tech Inc
8C:14:7D:8	V2 S.p.A.
00:50:C2:45:5	Gogo BA
00:1A:90	Trópico Sistemas e Telecomunicações da Amazônia Ltda.
00:21:89	"AppTech, Inc"
B8:97:5A	Biostar Microtech Int'l Corp
B4:C1:70	"Yi chip Microelectronics (Hangzhou) Co, Ltd"
6C:B2:AE	"Cisco Systems, Inc"
00:50:C2:1B:D	"Aioi Systems Co, Ltd"
00:13:FD	Nokia Danmark A/S
B4:99:BA	Hewlett Packard
68:A4:0E	Bsh Hausgeräte GmbH
40:D8:55:11:F	Kompan Pawel Sokolowski
30:A2:20	Arg Telecom
70:B3:D5:B4:6	"Fas Electronics (Fujian) Co, Ltd"
7C:0A:3F	"Samsung Electronics Co, Ltd"
04:11:19:4	"Bolicom Innovation Tech (BeiJing) Co, Ltd"
00:25:6F	Dantherm Power
80:86:98	Netronics Tech Inc
40:D8:55:1A:C	Elan Systems
70:B3:D5:28:4	Globalcom Engineering Spa
FC:85:96	Axonne Inc
F4:90:CB:6	Airbeam Wireless Tech Inc
70:B3:D5:5F:E	Grossenbacher Systeme AG
30:2D:E8	"Jda, Llc (Jda Systems)"
CC:94:4A	Pfeiffer Vacuum GmbH
9C:D3:6D	Netgear
70:B3:D5:DE:8	Nation-E Ltd
04:4F:4C	"Huawei Tech Co, Ltd"
70:B3:17	"Cisco Systems, Inc"
00:10:15	OOmon Inc
70:B3:D5:73:2	Tofwerk AG
70:B3:D5:DC:F	Kls Netherlands B.V.
70:B3:D5:E8:D	Natav Services Ltd
7C:21:0D	"Cisco Systems, Inc"
00:E0:00	Fujitsu Ltd
00:50:C2:91:9	"Ahv Systems, Inc"
70:B3:D5:82:7	Metromatics Pty Ltd
F0:5C:19	"Aruba, a Hewlett Packard Enterprise Co"
70:B3:D5:A9:F	Master Meter Inc
FC:A4:7A:0	Broadcom Inc
00:06:7C	"Cisco Systems, Inc"
AA:00:03	Digital Equipment Corp
40:D8:55:0A:B	Enel doo Belgrade
40:D8:55:15:5	Telefrang AB
0C:8E:29	Arcadyan Corp
A8:70:5D	"Arris Group, Inc"
00:22:AE	Mattel Inc
E8:54:84	"Neo Information Systems Co, Ltd"
70:B3:D5:50:1	Peek Traffic
00:22:F1	Private
64:55:63	Intelight Inc
08:35:B2	"CoreEdge Networks Co, Ltd"
00:C0:45	"Isolation Systems, Ltd"
00:0F:B2	Broadband Pacenet (India) Pvt. Ltd
C4:26:28	Airo Wireless
48:C0:93	"Xirrus, Inc"
30:EB:5A	Landis+Gyr
70:B3:D5:BC:0	Senso2me
00:1D:47	Covote GmbH & Co KG
00:21:EF	Kapsys
00:23:E6	"Innovation Farm, Inc"
14:4D:67	Zioncom Electronics (Shenzhen) Ltd
90:4E:91:0	Spirtech
8C:F7:73	Nokia
40:D8:55:08:A	Leder Elektronik Design
54:7F:BC	iodyne
00:A0:9A	Nihon Kohden America
00:01:93	"Hanbyul Telecom Co, Ltd"
00:0F:4B	Oracle Corp
00:26:F7	Nivetti Systems Pvt. Ltd
1C:83:B0	Linked IP GmbH
6C:41:6A	"Cisco Systems, Inc"
14:07:08	Private
80:E4:DA:6	"BroadMedia Co, Ltd"
FC:EC:DA	Ubiquiti Networks Inc
2C:7E:81	"Arris Group, Inc"
70:B3:D5:CB:A	"Yuyama Mfg Co, Ltd"
F4:97:C2	Nebulon Inc
00:21:C8	Lohuis Networks
00:50:C2:99:B	Bettini Srl
70:59:86	Ooo Ttv
BC:FF:21	"Smart Code (Shenzhen) Tech Co, Ltd"
70:B3:D5:E4:6	7thSense Design Ltd
D4:48:2D	"Shenzhen Deejoy Lighting Tech Co, Ltd"
00:13:DF	Ryvor Corp
00:1B:98	"Samsung Electronics Co, Ltd"
9C:CD:82	"Cheng Uei Precision Industry Co, Ltd"
A0:1E:0B	Minix Tech Ltd
8C:14:7D:7	UrbanHello
00:04:02	"Nexsan Tech, Ltd"
00:24:43	Nortel Networks
00:50:C2:9D:4	First
00:50:C2:A8:1	Bpc circuits Ltd
24:C9:DE	Genoray
94:DE:0E	SmartOptics AS
80:1F:12	Microchip Tech Inc
F0:C9:D1	"GD Midea Air-Conditioning Equipment Co, Ltd"
7C:BC:84:3	Shanghai Yitu Tech Co Ltd
7C:FC:3C	Visteon Corp
04:AA:E1	"Beijing Microvision Tech Co, Ltd"
00:30:B7	"Teletrol Systems, Inc"
4C:ED:DE	Askey Computer Corp
08:1D:FB	"Shanghai Mexon Communication Tech Co, Ltd"
80:38:BC	"Huawei Tech Co, Ltd"
7C:71:76	Wuxi iData Tech Co Ltd
C8:8E:D1:F	Private
00:80:24	"Kalpana, Inc"
C8:2A:14	"Apple, Inc"
00:EB:2D	Sony Corp
9C:E1:D6	Junger Audio-Studiotechnik GmbH
70:B3:D5:25:D	Mimo Networks
00:10:B2	Coactive Aesthetics
38:31:AC	Weg
E8:CC:32	Micronet Ltd
BC:8B:55	Npp Eliks America Inc Dba T&M Atlantic
4C:B1:99	"Apple, Inc"
3C:6A:2C:8	TP Radio
70:B3:D5:0B:3	Reonix Automation
70:B3:D5:20:5	Esource Srl
00:50:C2:D2:8	Digitale Analoge COMponenten West Electronic Vertriebs GmbH
CC:B8:F1	Eagle Kingdom Tech Ltd
40:D8:55:02:1	Smt d.o.o.
70:B3:D5:E2:8	iotec GmbH
00:60:91	"First Pacific Networks, Inc"
6C:8F:B5	Microsoft Mobile Oy
70:B3:D5:40:5	MG s.r.l.
34:41:5D	Intel Corp
70:B3:D5:11:7	SysCom Automationstechnik GmbH
00:01:41	Cable Print
00:1B:2B	"Cisco Systems, Inc"
74:0A:BC	LightwaveRF Tech Ltd
00:50:C2:EF:9	Horiba Abx Sas
00:0C:96	"Oqo, Inc"
00:14:FE	Artech Electronics
00:1B:4C	Signtech
44:6C:24	"Reallin Electronic Co, Ltd"
78:84:3C	Sony Corp
00:50:C2:EC:B	Fal Corp
10:00:5A	Ibm Corp
00:08:63	Entrisphere Inc
00:1F:91	"Dbs Lodging Tech, Llc"
40:D8:55:0D:A	Devialet SA
70:B3:D5:37:1	Bederov GmbH
70:B3:D5:B1:9	Brayden Automation Corp
00:E0:67	eac Automation-Consulting GmbH
00:50:C2:D4:9	"Smith Meter, Inc"
78:CA:83:4	"Pinhole (Beijing) Tech Co, Ltd"
94:B8:19	Nokia
F0:4B:3A	Juniper Networks
70:B3:D5:9A:6	Qunu Labs Private Ltd
00:10:7B	"Cisco Systems, Inc"
00:50:87	"Terasaki Electric Co, Ltd"
BC:FF:AC	Topcon Corp
70:B3:D5:86:2	TripleOre
D0:9F:D9:C	"Fujian Newland Auto-ID Tech Co,.Ltd"
00:50:C2:0E:2	Visual Circuits Corp
00:50:C2:77:E	"Cominfo, Inc"
00:22:FA	Intel Corp
D0:76:50:4	Private
38:94:96	"Samsung Electronics Co, Ltd"
CC:2C:83	DarkMatter L.L.C
00:13:07	Paravirtual Corp
00:19:D5	"IP Innovations, Inc"
D0:BB:80	Shl Telemedicine International Ltd
00:03:B2	Radware
28:32:C5	"Humax Co, Ltd"
28:07:0D	"Guangzhou Winsound Information Tech Co, Ltd"
0C:B2:B7	Texas Instruments
70:B3:D5:75:2	"Guan Show Technologe Co, Ltd"
78:6A:1F	"Arris Group, Inc"
BC:AD:AB	Avaya Inc
00:40:33	"Addtron Tech Co, Ltd"
00:03:52	Colubris Networks
00:D0:D1	Sycamore Networks
00:05:F8	"Real Time Access, Inc"
00:14:39	"Blonder Tongue Laboratories, Inc"
58:D0:71	BW Broadcast
A4:DB:2E	Kingspan Environmental Ltd
F4:C6:D7	blackned GmbH
70:B3:D5:5B:0	Qxperts Italia S.r.l.
00:B5:D0	"Samsung Electronics Co, Ltd"
00:01:C8	Conrad Corp
80:2A:A8	Ubiquiti Networks Inc
F0:2E:51	Casa Systems
00:01:E3	Siemens AG
00:D0:B6	"Crescent Networks, Inc"
00:0D:96	Vtera Tech Inc
88:5B:DD	"Extreme Networks, Inc"
A0:3B:E3	"Apple, Inc"
00:01:45	"Winsystems, Inc"
00:19:CC	Rcg (HK) Ltd
00:1A:8C	Sophos Ltd
00:1F:4C	Roseman Engineering Ltd
00:27:1E	Xagyl Communications
1C:77:F6	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
4C:DC:0D	Coral Telecom Ltd
00:60:8B	ConferTech International
2C:18:AE	"Trend Electronics Co, Ltd"
70:B3:D5:AE:9	Cari Electronic
2C:DC:AD	Wistron Neweb Corp
84:A2:4D	Birds Eye Systems Private Ltd
D4:4B:B6	"Zhejiang Tmall Tech Co, Ltd"
00:D0:C5	"Computational Systems, Inc"
00:24:A6	Telestar Digital GmbH
00:50:C2:A8:A	Audio Engineering Ltd
40:ED:98:7	Vaisala Oyj
8C:F5:A3	Samsung Electro-Mechanics(Thailand)
00:A0:1D	"Red Lion Controls, LP"
00:04:A9	"SandStream Tech, Inc"
D4:02:4A	Delphian Systems Llc
00:D7:8F	"Cisco Systems, Inc"
70:B3:D5:BC:2	"Dwewoong Electric Co, Ltd"
A8:EE:C6	Muuselabs NV/SA
00:C0:50	Toyo Denki Seizo K.K.
00:19:3F	"Rdi Tech(Shenzhen) Co, Ltd"
00:24:2A	Hittite Microwave Corp
68:F1:25	Data Controls Inc
10:95:4B	Megabyte Ltd
00:18:7A	Wiremold
00:23:A2	"Arris Group, Inc"
00:26:4C	"Shanghai DigiVision Tech Co, Ltd"
70:B3:D5:67:3	Acd Elekronik GmbH
00:A0:BE	"Integrated Circuit Systems, Inc Communications Group"
00:1B:5D	Vololink Pty Ltd
F4:0F:1B	"Cisco Systems, Inc"
78:40:E4	"Samsung Electronics Co, Ltd"
00:BC:60	"Cisco Systems, Inc"
8C:1F:64:46:0	"Solace Systems, Inc"
00:E0:E9	"Data Labs, Inc"
00:0B:8A	Miteq Inc
2C:E3:10	Stratacache
40:A9:CF	Amazon Tech Inc
E8:EA:4D	"Huawei Tech Co, Ltd"
4C:71:67	PoLabs d.o.o.
00:19:C5	Sony Interactive Entertainment Inc
74:E1:4A:C	"Wuhan Shenghong Laser Projection Tech Co, Ltd"
70:B3:D5:15:B	"Armstrong International, Inc"
E8:78:29	Ieee Registration Authority
70:B3:D5:6E:C	Crde
C4:61:8B	"Apple, Inc"
00:03:E9	"Akara Canada, Inc"
00:14:95	2Wire Inc
00:1A:0F	"Sistemas Avanzados de Control, S.A."
6C:19:8F	D-Link International
18:D5:B6	Smg Holdings Llc
70:B3:D5:FC:F	Acc+Ess Ltd
00:60:66	Lacroix Trafic
E0:30:05	"Alcatel-Lucent Shanghai Bell Co, Ltd"
00:03:E4	"Cisco Systems, Inc"
00:40:1D	"Invisible Software, Inc"
40:5F:BE	Rim
5C:5B:35	"Mist Systems, Inc"
44:F2:1B	"Apple, Inc"
98:38:7D	"Itronic Tech Co . , Ltd ."
00:20:74	Sungwoon Systems
44:A6:89	Promax Electronica SA
80:E4:DA:B	Nanjing Lilo Tech Co Ltd
00:1A:16	Nokia Danmark A/S
00:50:C2:70:4	"The Dini Group, La Jolla Inc"
7C:47:7C:B	"Hangzhou Yiyitaidi Information Tech Co, Ltd"
68:89:75	nuoxc
F4:A4:D6	"Huawei Tech Co, Ltd"
E0:79:C4	iRay Tech Co Ltd
08:C0:21	"Huawei Tech Co, Ltd"
40:48:FD:2	"Mithras Tech Co, Ltd"
CC:F0:FD	"China Mobile (Hangzhou) Information Tech Co, Ltd"
38:EC:0D	"Apple, Inc"
08:5B:0E	Fortinet Inc
88:5D:90:A	"Shenzhen Speedrun Tech Co, Ltd"
00:50:C2:05:6	Base 2
00:50:C2:28:1	Cabtronix AG
00:50:C2:49:9	Trellia Networks
00:17:6A	Avago Tech
00:21:6F	"SymCom, Inc"
00:50:C2:9F:4	Fsr Inc
50:76:AF	Intel Corp
1C:DE:57	"Fiberhome Telecommunication Tech Co, Ltd"
00:E0:70	DH Tech
00:20:E6	Lidkoping Machine Tools AB
00:C0:CF	Imatran Voima OY
00:0C:E4	"NeuroCom International, Inc"
70:B3:D5:0B:8	Lucas-Nülle GmbH
A4:11:63:B	Moog Music Inc
70:B3:D5:5F:2	Invisible Systems Ltd
00:00:E4	In2 Groupe Intertechnique
00:0D:1D	"High-Tek Harness Ent. Co, Ltd"
00:12:A4	"ThingMagic, Llc"
00:22:D5	Eaton Corp Electrical Group Data Center Solutions - Pulizzi
A8:1B:18	Xts Corp
00:50:C2:E0:D	Unixmedia Srl
00:30:3B	PowerCom Tech
00:0F:91	"Aerotelecom Co, Ltd"
70:B3:D5:EE:1	allora Factory Bvba
1C:73:28	Connected Home
B4:6F:2D	Wahoo Fitness
AC:7B:A1	Intel Corp
B4:9E:AC	Imagik Int'l Corp
E0:19:1D	"Huawei Tech Co, Ltd"
CC:C2:61:A	"Shenzhen Uyesee Tech Co, Ltd"
00:50:A5	"Capitol Business Systems, Ltd"
00:13:85	"Add-On Tech Co, Ltd"
00:16:E4	Vanguard Security Engineering Corp
94:FB:B2	"Shenzhen Gongjin Electronics Co, LT"
00:00:05	Xerox Corp
00:04:F1	WhereNet
20:67:B1	Pluto Inc
70:B3:D5:89:1	Neocontrol Soluções em Automação
F8:99:10	Integrated Device Tech (Malaysia) Sdn. Bhd.
00:50:19	"Spring Tide Networks, Inc"
00:0E:75	New York Air Brake Corp
00:50:C2:54:C	Sintecnos srl
00:16:E5	Fordley Development Ltd
00:1F:3D	Qbit GmbH
2C:3A:28	Fagor Electrónica
70:B3:D5:BB:8	Al Kamel Systems S.L.
48:D8:45	"Shenzhen Mainuoke Electronics Co, Ltd"
00:0C:F6	Sitecom Europe BV
00:1A:DC	Nokia Danmark A/S
00:50:C2:80:F	Selekron Microcontrol s.l.
00:22:A7	Tyco Electronics Amp GmbH
00:24:3D	Emerson Appliance Motors and Controls
D0:9B:05	Emtronix
AC:6A:A3	"Shenzhen Kertong Tech Co, Ltd"
00:D0:5D	"Intelliworxx, Inc"
00:17:A7	Mobile Computing Promotion Consortium
00:1D:99	"Cyan Optic, Inc"
00:1B:C5:0C:0	"Digital Loggers, Inc"
70:B3:D5:0A:3	"Solace Systems, Inc"
18:59:36	Xiaomi Communications Co Ltd
14:0F:42	Nokia
60:3C:EE	LG Electronics (Mobile Communications)
1C:F5:E7	"Turtle Industry Co, Ltd"
E8:50:8B	Samsung Electro-Mechanics(Thailand)
84:11:C2:1	"Beijing Dayu Tech Co, Ltd"
00:13:14	Asiamajor Inc
8C:04:FF	Technicolor CH Usa Inc
08:BA:22	Swaive Corp
70:B3:D5:19:F	Koizumi Lighting Tech Corp
C0:9B:F4:C	Pinpark Inc
34:81:C4	Avm GmbH
78:D4:F1:E	"Blue Sparq, Inc"
00:90:9A	"One World Systems, Inc"
00:05:0F	Tanaka S/S Ltd
00:0D:84	Makus Inc
00:18:B8	New Voice International AG
00:50:C2:7D:4	"WR Systems, Ltd"
10:43:69	Soundmax Electronic Ltd
00:A0:A5	"Teknor Microsysteme, Inc"
DC:44:27:D	Rohde&Schwarz Topex SA
70:B3:D5:CA:B	"Notice Co, Ltd"
70:B3:D5:6D:2	Ahrens & Birner Co GmbH
44:03:77:1	"Atari, Inc"
A8:2B:CD	"Huawei Tech Co, Ltd"
00:0A:D8	IPCserv Tech Corp
00:50:C2:69:A	StoreTech Ltd
00:50:C2:E6:8	Kyoritsu Electric Corp
00:12:BA	"Fsi Systems, Inc"
00:16:F1	"OmniSense, Llc"
6C:39:1D	Beijing ZhongHuaHun Network Information center
8C:E2:DA	Circle Media Inc
CC:DC:55	Dragonchip Ltd
D8:CC:98	"Huawei Device Co, Ltd"
00:13:7E	"CorEdge Networks, Inc"
FC:9F:E1	Conwin.Tech Ltd
70:B3:D5:D9:2	Zamir Recognition Systems Ltd
FC:BD:67	Arista Networks
00:60:9D	Pmi Food Equipment Group
2C:F2:03	Emko Elektronik San VE Tic AS
14:20:5E	"Apple, Inc"
F4:DB:E6	"Cisco Systems, Inc"
6C:8B:D3	"Cisco Systems, Inc"
50:F9:08	"Wizardlab Co, Ltd"
00:16:09	"Unitech electronics Co, Ltd"
8C:0C:90	Ruckus Wireless
2C:6A:6F:0	"Shanghai Shuncom Electronic Tech Co, Ltd"
0C:5A:9E	Wi-Sun Alliance
38:98:E9	"Huawei Device Co, Ltd"
E0:A2:58	"Wanbang Digital Energy Co, Ltd"
00:20:53	"Huntsville Microsystems, Inc"
00:1A:AF	Blusens Tech
54:A0:50	ASUSTek Computer Inc
B4:36:E3	Kbvision Group
00:1C:B8	"Cbc Co, Ltd"
00:1E:57	"Alcoma, spol. s r.o."
28:FC:F6	"Shenzhen Xin KingBrand enterprises Co, Ltd"
84:DD:B7	Cilag GmbH International
A8:60:B6	"Apple, Inc"
6C:2D:24	"Zhen Shi Information Tech (Shanghai) Co, Ltd"
70:B3:D5:4A:7	aelettronica group srl
70:B3:D5:3B:7	Paul Scherrer Institut (Psi)
48:79:4D	"Samsung Electronics Co, Ltd"
D4:91:0F	Amazon Tech Inc
00:50:C2:8E:C	Balfour Beatty Rail GmbH
00:26:5B	Hitron Tech Inc
34:6B:5B	"New H3c Tech Co, Ltd"
20:1F:3B	"Google, Inc"
00:03:94	Connect One
4C:3B:74	"Vogtec(H.K.) Co, Ltd"
00:14:C8	Contemporary Research Corp
B4:5C:A4	Thing-talk Wireless Communication Tech Corp Ltd
88:5F:E8:4	"Beijing laiwei Tech Co, Ltd"
94:98:69	zte Corp
84:B5:41	"Samsung Electronics Co, Ltd"
CC:98:91	"Cisco Systems, Inc"
00:1C:0D	"G-Tech, Inc"
00:26:3B	Onbnetech
38:FE:C5	Ellips B.V.
3C:25:D7	Nokia Corp
00:1B:C5:06:2	Sulaon Oy
2C:26:5F:6	Appostar Tech Co Ltd
00:03:28	"Mace Group, Inc"
00:50:12	Cbl - GmbH
00:0E:90	Ponico Corp
F8:71:FE	"The Goldman Sachs Group, Inc"
A4:58:0F:C	Homebeaver
8C:44:4F	"Humax Co, Ltd"
00:10:C6	"Universal Global Scientific Industrial Co, Ltd"
00:90:B3	Agranat Systems
00:50:C2:97:C	Creacon Tech B.V.
38:B1:DB	"Hon Hai Precision Ind. Co, Ltd"
8C:1F:64:20:4	castcore
00:0E:E0	Mcharge
00:1E:39	Comsys Communication Ltd
60:8C:4A	"Apple, Inc"
00:A0:D3	"Instem Computer Systems, Ltd"
38:73:EA:6	Live Sentinel
48:E6:95	Insigma Inc
F4:B1:9C	AltoBeam (China) Inc
00:80:AC	"Imlogix, Division OF Genesys"
00:1A:94	Votronic GmbH
00:23:D6	"Samsung Electronics Co, Ltd"
2C:7E:CF	Onzo Ltd
20:44:3A	Schneider Electric Asia Pacific Ltd
A4:DA:22:2	Wyze Labs Inc
48:7B:5E	Smt Telecomm HK
00:50:CA	Net TO Net Tech
00:17:C7	Mara Systems Consulting AB
7C:DA:84	Dongnian Networks Inc
00:3E:E1	"Apple, Inc"
70:91:8F	Weber-Stephen Products Llc
88:B6:6B	easynetworks
50:70:43	BSkyB Ltd
00:40:F8	Systemhaus Discom
44:C3:9B	Ooo Rubezh Npo
94:7C:3E	Polewall Norge AS
00:E0:C5	Bcom Electronics Inc
00:0A:D5	"Brainchild Electronic Co, Ltd"
00:19:40	Rackable Systems
88:5A:85	Wistron Neweb Corp
88:2A:5E	"New H3c Tech Co, Ltd"
B8:CA:04	Holtek Semiconductor Inc
70:B3:D5:EB:3	Kws-Electronic GmbH
00:80:95	Basic Merton Handelsges.M.B.H.
00:50:C2:75:A	Gaisler Research AB
00:24:3A	Ludl Electronic Products
00:26:6B	Shine Union Enterprise Ltd
98:43:DA	Intertech
38:B5:4D	"Apple, Inc"
00:80:DC	Picker International
00:04:B1	"Signal Tech, Inc"
2C:62:5A	"Finest Security Systems Co, Ltd"
D0:5F:64:4	wallbe GmbH
90:13:DA	Athom B.V.
60:CE:86	Sercomm Corp
00:02:04	Bodmann Industries Elektronik GmbH
00:09:1B	Digital Generation Inc
E4:95:6E:D	"Shanghai Tieda Telecommunications Equipment Co, Ltd"
F8:CF:C5	"Motorola Mobility Llc, a Lenovo Co"
1C:21:D1	Ieee Registration Authority
70:B3:D5:98:4	Sanmina Israel
68:2D:83	Shenzhen Dinghe Communication Co
00:26:9E	Quanta Computer Inc
70:B3:D5:D7:E	Triax A/S
00:A0:3E	Atm Forum
00:26:CE	Kozumi Usa Corp
70:B3:D5:2E:5	Fläkt Woods AB
A0:28:33:2	"Shanghai Nohmi Secom Fire Protection Equipment Co, Ltd"
B8:C3:85	"Huawei Tech Co, Ltd"
00:23:77	Isotek Electronics Ltd
40:D8:55:1A:3	Noritake Itron Corp
00:00:81	Bay Networks
00:10:37	"Cyq've Tech Co, Ltd"
00:50:C2:00:4	Sci Tech Inc
00:0A:7E	The Advantage Group
00:11:28	Streamit
00:22:68	"Hon Hai Precision Ind. Co, Ltd"
00:1D:EA	Commtest Instruments Ltd
E0:AB:FE	"Orb Networks, Inc"
B8:8D:12	"Apple, Inc"
20:DA:22	"Huawei Tech Co, Ltd"
00:14:28	Vocollect Inc
14:5A:83	Logi-D Inc
78:D4:F1:5	"Huaqin Telecom Tech Co, Ltd"
88:DE:7C	Askey Computer Corp
00:20:25	"Control Tech, Inc"
00:30:23	"Cogent Computer Systems, Inc"
00:08:E5	Idk Corp
6C:2E:33	"Accelink Tech Co, Ltd"
EC:71:DB	"Shenzhen Baichuan Digital Tech Co, Ltd"
34:00:8A:B	Project Engineering srl
3C:36:3D	Nokia Corp
48:F9:25	Maestronic
70:B3:D5:75:1	Gnf
70:B3:D5:93:8	Jeti Technische Instrumente GmbH
AC:1D:DF:4	Motec Pty Ltd
24:D0:DF	"Apple, Inc"
00:18:2D	Artec Design
00:1C:19	secunet Security Networks AG
00:22:5F	Liteon Tech Corp
00:25:9B	"Beijing Pkunity Microsystems Tech Co, Ltd"
D0:C0:BF	"Actions Microelectronics Co, Ltd"
8C:45:00	"Murata Manufacturing Co, Ltd"
00:90:14	"Rotork Instruments, Ltd"
00:26:2A	"Proxense, Llc"
68:9C:5E	AcSiP Tech Corp
FC:03:9F	"Samsung Electronics Co, Ltd"
68:3A:48	"Samjin Co, Ltd"
00:90:A2	CyberTAN Tech Inc
00:16:5C	Trackflow Ltd
00:19:8D	"Ocean Optics, Inc"
D0:76:50:C	Electro-Motive Diesel
70:B3:D5:B3:7	"Codec Co, Ltd"
D8:86:0B:B	Library Ideas
00:08:1E	Repeatit AB
00:09:10	Simple Access Inc
90:E6:BA	ASUSTek Computer Inc
84:8F:69	Dell Inc
70:B3:D5:F6:1	Power Diagnostic Service
94:E4:BA	"Huawei Device Co, Ltd"
70:B3:D5:E6:6	Eneon sp. z o.o.
00:50:C2:85:2	eInfochips Ltd
00:22:4F	Byzoro Networks Ltd
00:50:C2:D4:B	Indra Australia
10:47:80	"Huawei Tech Co, Ltd"
70:B3:D5:90:3	Cymtec Ltd
48:65:EE:4	"Mission Microwave Tech, Inc"
00:1D:52	Defzone B.V.
E4:18:6B	Zyxel Communications Corp
14:94:2F	"Usys Co, Ltd"
88:12:3D	Suzhou Aquila Solutions Inc
00:11:9B	Telesynergy Research Inc
00:19:4B	Sagemcom Broadband Sas
00:50:C2:6B:0	Smart Key International Ltd
00:1D:73	Buffalo.Inc
70:B3:D5:7A:F	Hessware GmbH
24:C3:F9	Securitas Direct AB
3C:B5:3D	"Hunan Goke Microelectronics Co, Ltd"
A8:D0:81	"Huawei Device Co, Ltd"
00:12:3A	"Posystech Inc, Co"
A8:BD:3A	"Unionman Tech Co, Ltd"
00:30:5B	Toko Inc
00:17:E3	Texas Instruments
